inp	gt
"1204	ཧབ"	"1204	ཧབ"
"2249	ཡུར"	"2249	ཡུར"
"799	འཐུ"	"799	འཐུ"
"1307	ནལ"	"1307	ནལ"
"2643	རྡིག"	"2643	རྡིག"
"1075	ཛག"	"1075	ཛག"
"2245	ཝུར"	"2245	ཝུར"
"1404	ཛུག"	"1404	ཛུག"
"239	དི"	"239	དི"
"2940	རྗེབ"	"2940	རྗེབ"
"3501	ལྷེའ"	"3501	ལྷེའ"
"3455	ལྕེད"	"3455	ལྕེད"
"833	དབྲི"	"833	དབྲི"
"428	ལྒོ"	"428	ལྒོ"
"2598	རྡན"	"2598	རྡན"
"1271	ཆར"	"1271	ཆར"
"268	ཐུ"	"268	ཐུ"
"1797	ཟིན"	"1797	ཟིན"
"3014	རྟོག"	"3014	རྟོག"
"2212	ཙིར"	"2212	ཙིར"
"2653	རྙིང"	"2653	རྙིང"
"1081	རག"	"1081	རག"
"500	མྱེ"	"500	མྱེ"
"2145	ཏེའ"	"2145	ཏེའ"
"462	སྟེ"	"462	སྟེ"
"1498	འིང"	"1498	འིང"
"1323	སལ"	"1323	སལ"
"1288	འར"	"1288	འར"
"2324	ཏིལ"	"2324	ཏིལ"
"862	དཔྲོ"	"862	དཔྲོ"
"2191	ལོའ"	"2191	ལོའ"
"2137	ཀེའ"	"2137	ཀེའ"
"2197	ཁིར"	"2197	ཁིར"
"2680	རྣིན"	"2680	རྣིན"
"3491	ལྷེམ"	"3491	ལྷེམ"
"3213	ལྒལ"	"3213	ལྒལ"
"3220	ལྦལ"	"3220	ལྦལ"
"1182	ཇབ"	"1182	ཇབ"
"1952	ཤོབ"	"1952	ཤོབ"
"1699	ཕོད"	"1699	ཕོད"
"1691	ཆོད"	"1691	ཆོད"
"56	སྟ"	"56	སྟ"
"1629	ངུད"	"1629	ངུད"
"2285	ཨེར"	"2285	ཨེར"
"2642	རྟིག"	"2642	རྟིག"
"728	བཟེ"	"728	བཟེ"
"1771	ལུན"	"1771	ལུན"
"2792	རྫུང"	"2792	རྫུང"
"938	བསྒོ"	"938	བསྒོ"
"3222	ལྐས"	"3222	ལྐས"
"306	ཚེ"	"306	ཚེ"
"1580	བོང"	"1580	བོང"
"1140	ཡད"	"1140	ཡད"
"409	ལྔུ"	"409	ལྔུ"
"251	འི"	"251	འི"
"536	པྲེ"	"536	པྲེ"
"2528	གོས"	"2528	གོས"
"2256	ཀེར"	"2256	ཀེར"
"1600	ཅིད"	"1600	ཅིད"
"583	རྒྱེ"	"583	རྒྱེ"
"1459	ཕོག"	"1459	ཕོག"
"1892	ཤུབ"	"1892	ཤུབ"
"1184	ཏབ"	"1184	ཏབ"
"1922	ཤེབ"	"1922	ཤེབ"
"2158	འེའ"	"2158	འེའ"
"1714	ཧོད"	"1714	ཧོད"
"1295	ཨར"	"1295	ཨར"
"1461	མོག"	"1461	མོག"
"682	དམི"	"682	དམི"
"1194	ཛབ"	"1194	ཛབ"
"1187	ནབ"	"1187	ནབ"
"1392	ཇུག"	"1392	ཇུག"
"1160	བན"	"1160	བན"
"561	ཟླུ"	"561	ཟླུ"
"502	ཁྱོ"	"502	ཁྱོ"
"2107	ཁུའ"	"2107	ཁུའ"
"2692	རྣིབ"	"2692	རྣིབ"
"2206	དིར"	"2206	དིར"
"3136	ལྡག"	"3136	ལྡག"
"1845	ཐིབ"	"1845	ཐིབ"
"382	རྨེ"	"382	རྨེ"
"867	བརྔི"	"867	བརྔི"
"2681	རྦིན"	"2681	རྦིན"
"3019	རྩོག"	"3019	རྩོག"
"859	དམྱོ"	"859	དམྱོ"
"304	མེ"	"304	མེ"
"309	ཞེ"	"309	ཞེ"
"3262	ལྐིན"	"3262	ལྐིན"
"2500	ཅེས"	"2500	ཅེས"
"1473	སོག"	"1473	སོག"
"1641	མུད"	"1641	མུད"
"2614	རྒལ"	"2614	རྒལ"
"1368	པིག"	"1368	པིག"
"2539	ཕོས"	"2539	ཕོས"
"651	གཟུ"	"651	གཟུ"
"578	རྨྱི"	"578	རྨྱི"
"1127	དད"	"1127	དད"
"1747	ཁུན"	"1747	ཁུན"
"802	འབུ"	"802	འབུ"
"3012	རྗོག"	"3012	རྗོག"
"3048	རྗོན"	"3048	རྗོན"
"1959	ངིམ"	"1959	ངིམ"
"1301	ཆལ"	"1301	ཆལ"
"2463	སིས"	"2463	སིས"
"3345	ལྕུང"	"3345	ལྕུང"
"2043	སེམ"	"2043	སེམ"
"2337	ཟིལ"	"2337	ཟིལ"
"1900	ཅེབ"	"1900	ཅེབ"
"2498	གེས"	"2498	གེས"
"285	ཤུ"	"285	ཤུ"
"1604	ཏིད"	"1604	ཏིད"
"1072	མག"	"1072	མག"
"242	ཕི"	"242	ཕི"
"1174	ཧན"	"1174	ཧན"
"1362	ཇིག"	"1362	ཇིག"
"3106	རྐོལ"	"3106	རྐོལ"
"2568	རྐང"	"2568	རྐང"
"2897	རྦེག"	"2897	རྦེག"
"606	སྤྱོ"	"606	སྤྱོ"
"2416	དོལ"	"2416	དོལ"
"873	བརྩི"	"873	བརྩི"
"1	ཁ"	"1	ཁ"
"3103	རྨོར"	"3103	རྨོར"
"2009	ཡུམ"	"2009	ཡུམ"
"19	ཝ"	"19	ཝ"
"193	བསྔ"	"193	བསྔ"
"2440	ཅིས"	"2440	ཅིས"
"1692	ཇོད"	"1692	ཇོད"
"647	གདུ"	"647	གདུ"
"2136	ཨུའ"	"2136	ཨུའ"
"3382	ལྐུམ"	"3382	ལྐུམ"
"2293	ཉོར"	"2293	ཉོར"
"912	བལྡོ"	"912	བལྡོ"
"346	སོ"	"346	སོ"
"317	ཧེ"	"317	ཧེ"
"2875	རྩུལ"	"2875	རྩུལ"
"1869	ངུབ"	"1869	ངུབ"
"2443	ཉིས"	"2443	ཉིས"
"2695	རྩིབ"	"2695	རྩིབ"
"889	བརྙེ"	"889	བརྙེ"
"2369	ཡུལ"	"2369	ཡུལ"
"1407	ཟུག"	"1407	ཟུག"
"1632	ཇུད"	"1632	ཇུད"
"2726	རྟིར"	"2726	རྟིར"
"1627	ཁུད"	"1627	ཁུད"
"3184	ལྔམ"	"3184	ལྔམ"
"1430	བེག"	"1430	བེག"
"3347	ལྟུང"	"3347	ལྟུང"
"1750	ཅུན"	"1750	ཅུན"
"2709	རྐིའ"	"2709	རྐིའ"
"1533	སུང"	"1533	སུང"
"2582	རྡམ"	"2582	རྡམ"
"2629	རྙས"	"2629	རྙས"
"145	མཉ"	"145	མཉ"
"1541	ཆེང"	"1541	ཆེང"
"336	ཚོ"	"336	ཚོ"
"2275	ཝེར"	"2275	ཝེར"
"1999	ཕུམ"	"1999	ཕུམ"
"3071	རྒོམ"	"3071	རྒོམ"
"3055	རྩོན"	"3055	རྩོན"
"1935	ཐོབ"	"1935	ཐོབ"
"393	རྦོ"	"393	རྦོ"
"567	ཟླེ"	"567	ཟླེ"
"885	བརྐེ"	"885	བརྐེ"
"2955	རྡེམ"	"2955	རྡེམ"
"1038	འབྲུ"	"1038	འབྲུ"
"3041	རྦོད"	"3041	རྦོད"
"3354	ལྔུད"	"3354	ལྔུད"
"93	ཞྭ"	"93	ཞྭ"
"1874	ཏུབ"	"1874	ཏུབ"
"88	ཁྭ"	"88	ཁྭ"
"1326	ཀས"	"1326	ཀས"
"2623	རྩལ"	"2623	རྩལ"
"2610	རྨར"	"2610	རྨར"
"2698	རྒིམ"	"2698	རྒིམ"
"227	འཕྲ"	"227	འཕྲ"
"2417	ནོལ"	"2417	ནོལ"
"3202	ལྐར"	"3202	ལྐར"
"3434	ལྔེག"	"3434	ལྔེག"
"878	བརྗུ"	"878	བརྗུ"
"2826	རྨུབ"	"2826	རྨུབ"
"3230	ལྦས"	"3230	ལྦས"
"2415	ཐོལ"	"2415	ཐོལ"
"1420	ཅེག"	"1420	ཅེག"
"2308	འོར"	"2308	འོར"
"689	དཀེ"	"689	དཀེ"
"2213	ཚིར"	"2213	ཚིར"
"1982	ཤིམ"	"1982	ཤིམ"
"196	བསྡ"	"196	བསྡ"
"2944	རྣེབ"	"2944	རྣེབ"
"1831	ལོན"	"1831	ལོན"
"1889	ཡུབ"	"1889	ཡུབ"
"2430	རོལ"	"2430	རོལ"
"1371	མིག"	"1371	མིག"
"2193	སོའ"	"2193	སོའ"
"3241	ལྷིག"	"3241	ལྷིག"
"3100	རྡོར"	"3100	རྡོར"
"881	བརྡུ"	"881	བརྡུ"
"2156	ཞེའ"	"2156	ཞེའ"
"2608	རྣར"	"2608	རྣར"
"1205	ཨབ"	"1205	ཨབ"
"661	གཞེ"	"661	གཞེ"
"3269	ལྤིན"	"3269	ལྤིན"
"789	འཐི"	"789	འཐི"
"1302	ཇལ"	"1302	ཇལ"
"1818	པོན"	"1818	པོན"
"751	མཛི"	"751	མཛི"
"865	བརྐི"	"865	བརྐི"
"205	བརྡ"	"205	བརྡ"
"3112	རྡོལ"	"3112	རྡོལ"
"504	པྱོ"	"504	པྱོ"
"2821	རྙུབ"	"2821	རྙུབ"
"677	དཀི"	"677	དཀི"
"2765	རྦུག"	"2765	རྦུག"
"1484	ཏིང"	"1484	ཏིང"
"2072	ཤོམ"	"2072	ཤོམ"
"481	ཁྱི"	"481	ཁྱི"
"3120	རྔོས"	"3120	རྔོས"
"2606	རྟར"	"2606	རྟར"
"3423	ལྒུས"	"3423	ལྒུས"
"151	འཁ"	"151	འཁ"
"2697	རྐིམ"	"2697	རྐིམ"
"809	འཐེ"	"809	འཐེ"
"402	ལྟི"	"402	ལྟི"
"108	སྒྲ"	"108	སྒྲ"
"2548	འོས"	"2548	འོས"
"47	ལྟ"	"47	ལྟ"
"3247	ལྟིང"	"3247	ལྟིང"
"2208	པིར"	"2208	པིར"
"1162	ཙན"	"1162	ཙན"
"2820	རྗུབ"	"2820	རྗུབ"
"3312	ལྐིལ"	"3312	ལྐིལ"
"404	ལྤི"	"404	ལྤི"
"2487	ཟུས"	"2487	ཟུས"
"3016	རྣོག"	"3016	རྣོག"
"2088	པིའ"	"2088	པིའ"
"779	མཉོ"	"779	མཉོ"
"2097	ཟིའ"	"2097	ཟིའ"
"910	བལྡེ"	"910	བལྡེ"
"2252	ཤུར"	"2252	ཤུར"
"2615	རྔལ"	"2615	རྔལ"
"975	བརླེ"	"975	བརླེ"
"2690	རྟིབ"	"2690	རྟིབ"
"261	གུ"	"261	གུ"
"2573	རྟང"	"2573	རྟང"
"954	བགྲི"	"954	བགྲི"
"2128	ཟུའ"	"2128	ཟུའ"
"1619	ཡིད"	"1619	ཡིད"
"2948	རྫེབ"	"2948	རྫེབ"
"2388	པེལ"	"2388	པེལ"
"1722	ཇིན"	"1722	ཇིན"
"2979	རྡེར"	"2979	རྡེར"
"2574	རྡང"	"2574	རྡང"
"3107	རྒོལ"	"3107	རྒོལ"
"1785	ཐེན"	"1785	ཐེན"
"1760	བུན"	"1760	བུན"
"1170	རན"	"1170	རན"
"2791	རྩུང"	"2791	རྩུང"
"2925	རྐེན"	"2925	རྐེན"
"2194	ཧོའ"	"2194	ཧོའ"
"1997	ནུམ"	"1997	ནུམ"
"665	གསེ"	"665	གསེ"
"467	སྨེ"	"467	སྨེ"
"130	བཀ"	"130	བཀ"
"2198	གིར"	"2198	གིར"
